lat	cyr	pos	ekav	gloss
interesantan				интересный
interesovati				интересовать
interferencija				интерференция
interkontinentalan				межконтинентальный
interlingve				интерлингве
internacionalizam				интернационализм
internet				интернет
interpelacija				интерпелляция
interpolacija				интерполяция
interpolirati				интерполировать
interpunkcija				пунктуация
intersticijum				интерстиций
intertekstualnost				интертекстуальность
intiman				интимный
intimnost				интимность
intonacija				интонация
intramolekularni				внутримолекулярный
intranuklearni				внутриядерный
intrauterin				внутриматочный
intuicija				интуиция
invarijantan				инвариантный
invertaza				инвертаза
invertirati				инвертировать
investitura				инвеститура
involucija				инволюция
inženjer				инженер
ionizacija				ионизация
iperit				иприт
ipostas				ипостась
iracionalan				неразумный
irak				ирак
iran				иран
iranski				иранский
iridij				иридий
iridijum				иридий
irinej				ириней
iritirati				раздражать
irkutsk				иркутск
isav				исав
iscrpljenost				изнурённость
iseljenik				эмигрант
ishemija				ишемия
iskra				искра
iskren				откровенный
iskrenost				откровенность, честность
islamabad				исламабад
islamizam				исламизм
islamofobija				исламофобия
island				исландия
isparavanje				парообразование
ispit				экзамен
ispitivati				пытать
isplatiti				заплатить
ispljuvak				плевок
ispoljavati				демонстрировать, являть
