order	lemma	pos	spoken	web	forms	sentences	gloss
1	samo	ADV	1187672	1155967	1	52	только
2	možda	ADV	471577	234224	2	6	возможно
3	sad	ADV	359185	289115	8	11	сейчас, теперь
4	čuti	VERB	312737	132845	109	13	слышать; чуять, чувствовать запах
5	život	NOUN	307430	413685	15	40	жизнь
6	zato	ADV	289324	308193	2	1	поэтому
7	dobiti	VERB	245059	406952	102	6	получить, приобрести; выиграть
8	naravno	ADV	235039	187478	4	2	конечно, разумеется
9	pričati	VERB	234940	114073	102	32	говорить, разговаривать, беседовать; рассказывать, повествовать
10	tražiti	VERB	216917	201196	102	24	искать
11	nov	ADJ	216423	1043301	191	53	новый
12	gledati	VERB	215742	153922	102	38	смотреть; присматривать
13	prijatelj	NOUN	210576	108390	15	61	друг
14	zdravo	ADV	210203	9061	4	4	здравствуйте
15	pitati	VERB	207071	120052	102	17	спрашивать
16	nikad	ADV	201859	72667	1	29	никогда
17	ime	NOUN	176858	210637	15	33	?
18	postojati	VERB	168470	428553	29	23	быть, существовать
19	odmah	ADV	145671	122210	2	1	сразу, немедленно, тотчас
20	mrtav	ADJ	144256	29872	194	8	мёртвый
21	deo	NOUN	134075	516156	28	5	часть; доля
22	pitanje	NOUN	132683	489529	15	34	вопрос
23	priča	NOUN	125381	187131	15	11	?
24	voleti	VERB	118221	39067	109	202	любить
25	način	NOUN	117792	441266	15	3	способ, приём; образ действия
26	pronaći	VERB	113498	83041	96	9	найти, отыскать (после поисков); изобрести, открыть
27	postati	VERB	111862	228980	130	6	стать, возникнуть
28	koristiti	VERB	106809	335177	102	15	использовать, пользоваться, применять; быть полезным, приносить пользу, идти на пользу
29	isti	ADJ	104736	388535	63	4	такой же, одинаковый
30	reč	NOUN	103667	348579	30	22	слово
31	ovamo	ADV	102297	6188	1	0	сюда
32	biće	NOUN	90316	135715	15	4	живое существо
33	broj	NOUN	88806	429502	15	11	число; грам. числительное
34	dole	ADV	84338	16424	2	1	вниз; внизу
35	brod	NOUN	81563	38009	15	12	корабль
36	mlad	ADJ	75234	264818	191	17	молодой
37	nestati	VERB	72832	29497	41	1	исчезнуть, пропасть
38	muškarac	NOUN	69640	82190	14	11	мужчина, муж
39	sreća	NOUN	66457	70772	15	7	счастье
40	pas	NOUN	64917	50189	38	64	зоол. собака
41	ipak	ADV	63396	219300	1	1	всё же, всё-таки, однако
42	hrana	NOUN	61069	118370	15	17	еда
43	očekivati	VERB	58648	204129	118	3	ожидать
44	negde	ADV	57619	51442	2	3	где-то, где-либо
45	odlučiti	VERB	55810	103163	102	9	решить, принять решение
46	beba	NOUN	54835	51527	15	0	?
47	tek	ADV	52858	164076	31	2	только, лишь
48	plašiti	VERB	51321	25522	102	22	пугать
49	piće	NOUN	49491	29089	15	4	напиток
50	večera	NOUN	48632	13100	15	8	ужин
51	kralj	NOUN	47083	45573	15	3	король; шахм. король
52	policajac	NOUN	45339	27026	26	0	полицейский
53	dečak	NOUN	45007	25664	58	13	мальчик
54	objasniti	VERB	44587	77866	102	6	объяснять
55	slobodan	ADJ	42037	85212	191	9	свободный
56	duh	NOUN	41329	59526	21	3	душа; внутренняя сила, мужество, настроение
57	odgovor	NOUN	41042	127766	16	14	ответ
58	napred	ADV	39919	25468	2	0	вперёд
59	početak	NOUN	39417	183659	21	5	начало
60	avion	NOUN	39367	42299	15	10	самолёт
61	osećaj	NOUN	39186	39796	30	2	чувство, эмоция
62	ulaziti	VERB	38047	47886	29	2	входить; въезжать
63	ćerka	NOUN	37702	20562	16	9	дочь
64	zanimati	VERB	37676	37100	109	0	интересовать
65	društvo	NOUN	37403	220547	15	1	общество
66	okrenuti	VERB	37324	36955	102	0	повернуть, поворотить, развернуть; изменить (направление, тему разговора)
67	ljudski	ADJ	36421	126070	184	1	человеческий
68	predsednik	NOUN	36308	293059	30	1	председатель; президент
69	boja	NOUN	36250	108462	15	8	краска (вещество)
70	budala	NOUN	36070	8665	15	3	глупец, дурак
71	vojnik	NOUN	34910	39037	15	2	солдат
72	pažnja	NOUN	34386	98647	15	1	внимание
73	uzimati	VERB	33841	56227	109	5	брать
74	smatrati	VERB	32355	221751	102	1	полагать, считать
75	naterati	VERB	32011	16715	204	0	заставить
76	šteta	NOUN	31914	66198	15	1	вред, ущерб
77	odgovarati	VERB	31756	87721	102	5	отвечать
78	zid	NOUN	31397	47917	16	8	архит. стена
79	crven	ADJ	31286	91661	191	23	красный
80	zgrada	NOUN	31068	96792	15	5	здание, строение
81	prst	NOUN	30652	30324	15	4	анат. палец
82	budućnost	NOUN	30108	90986	15	3	будущее
83	prozor	NOUN	30085	35085	15	19	окно
84	stvoriti	VERB	29625	72471	102	4	создать
85	neprijatelj	NOUN	28768	29917	15	6	враг
86	posebno	ADV	28648	148579	3	0	отдельно, раздельно, порознь
87	plaćati	VERB	28543	80225	102	2	платить
88	pevati	VERB	28396	25189	204	24	петь
89	mozak	NOUN	27830	0	14	0	анат. мозг
90	savršen	ADJ	27717	25386	191	2	совершенный
91	većina	NOUN	27528	157107	15	1	большинство
92	rupa	NOUN	27237	23309	15	2	дыра, нора
93	sumnjati	VERB	27010	24632	102	2	сомневаться
94	leđa	NOUN	26901	24629	8	0	анат. спина
95	slati	VERB	26769	41008	102	1	посылать, отправлять, направлять
96	baka	NOUN	26714	10791	15	2	уменьш.-ласк. бабушка, бабуля (родственница); уменьш.-ласк. бабушка, бабуля (старая женщина)
97	vlada	NOUN	26599	298313	15	1	правительство
98	trenutno	ADV	26516	88258	3	2	моментально; в настоящий момент
99	promena	NOUN	26342	153984	30	1	изменение
100	preuzeti	VERB	25835	55651	102	0	перенять, воспринять; взять на себя
101	obitelj	NOUN	25782	4414	15	0	семья
102	američki	ADJ	25739	135497	184	2	американский
103	gladan	ADJ	25596	11866	191	12	голодный
104	zanimljiv	ADJ	25410	76567	191	3	интересный; занимательный
105	korak	NOUN	25377	80795	15	1	шаг
106	fin	ADJ	25302	14768	191	0	тонкий, изящный
107	plav	ADJ	25088	29127	191	25	синий, голубой
108	rođendan	NOUN	24671	12799	15	10	день рождения
109	poljubiti	VERB	24301	4845	102	7	поцеловать
110	pogrešan	ADJ	23859	27929	264	5	ошибочный; неправильный
111	pogrešno	ADV	23799	12785	4	2	ошибочно, неправильно
112	šala	NOUN	23678	11783	15	3	шутка
113	pakao	NOUN	22980	7628	20	1	ад, преисподняя
114	svuda	ADV	22206	25240	1	0	везде, всюду, повсюду
115	lov	NOUN	22200	12894	16	1	охота
116	prljav	ADJ	22080	12814	191	3	грязный
117	putovanje	NOUN	21819	43098	15	2	поездка; путешествие
118	kurac	NOUN	21651	4521	14	0	обсц. хуй
119	ponuda	NOUN	21448	88897	15	0	предложение; ставка
120	mogućnost	NOUN	21084	225355	15	2	возможность
121	ujutro	ADV	20943	8791	1	2	утром
122	kraljica	NOUN	20860	10652	15	1	королева; шахм. ферзь, королева
123	ponosan	ADJ	20703	18010	191	2	гордый
124	kći	NOUN	20620	7676	15	0	дочь
125	šuma	NOUN	20566	29016	15	3	лес
126	kamion	NOUN	20483	14105	15	1	грузовой автомобиль, грузовик
127	poštovati	VERB	20480	75806	102	3	уважать
128	komad	NOUN	20339	30649	15	4	?
129	brzina	NOUN	20266	61365	15	2	скорость
130	predstava	NOUN	20163	57462	15	0	спектакль
131	oduvek	ADV	19649	14866	2	0	издавна, испокон веков (испокон века)
132	prazan	ADJ	18743	28692	191	12	пустой, порожний
133	planina	NOUN	18491	31017	15	6	гора
134	zahvaljivati	ADV	18033	82815	102	0	благодарить
135	mačka	NOUN	18023	14199	20	46	кошка
136	engleski	ADJ	17871	51668	184	48	английский
137	doba	NOUN	17764	56793	30	3	пора, время; эпоха, эра
138	poštovanje	NOUN	17702	37497	15	0	уважение, почтение; почёт
139	vlasnik	NOUN	17642	96308	15	4	владелец
140	lopta	NOUN	17259	37711	16	3	геометр. шар
141	vila	NOUN	17054	15169	15	0	?
142	vojni	ADJ	16971	78367	63	0	военный
143	pamet	NOUN	16884	31582	15	0	ум, разум
144	svemir	NOUN	16740	11391	15	1	космос
145	izvor	NOUN	16501	105820	15	4	источник, родник, ключ
146	veštica	NOUN	16223	3570	30	0	ведьма, колдунья
147	obala	NOUN	16049	35900	15	0	берег
148	nada	NOUN	15903	46254	29	6	надежда
149	ćutati	VERB	15870	19765	29	1	молчать
150	kontrolisati	VERB	15505	37816	102	0	контролировать
151	lista	NOUN	15500	85413	15	1	перечень, список
152	ponašanje	NOUN	15476	61128	15	0	поведение
153	upasti	VERB	15351	9520	29	1	напасть
154	spremati	VERB	15212	24114	102	11	приготовить
155	puška	NOUN	15010	12570	20	0	воен. винтовка
156	doručak	NOUN	14963	10859	15	4	завтрак
157	vikati	VERB	14852	8866	102	4	кричать
158	stolica	NOUN	14798	18631	14	7	стул; мед. стул
159	svetski	ADJ	14612	198648	366	3	мировой, всемирный
160	sumnja	NOUN	14536	35465	16	1	сомнение
161	radnik	NOUN	14390	141824	15	2	работник, рабочий, трудящийся
162	poverenje	NOUN	14312	34277	30	1	доверие
163	zahvalan	ADJ	14086	11756	191	3	благодарный
164	sprat	NOUN	14024	17624	16	2	этаж
165	vredan	ADJ	14007	45428	382	0	ценный; прилежный
166	zajednički	ADJ	13948	105518	184	4	взаимный
167	sići	VERB	13915	6348	23	0	сойти, съехать; спуститься, слезть
168	slatko	ADV	13866	3810	3	3	варенье; конфитюр
169	prići	VERB	13850	14038	23	0	подойти, приблизиться; присоединиться, примкнуть
170	odabrati	VERB	13798	33873	102	1	выбрать, отобрать
171	namera	NOUN	13796	54370	30	1	намерение
172	ugao	NOUN	13750	28601	20	0	угол
173	podrška	NOUN	13629	146072	20	0	поддержка
174	odgovornost	NOUN	13626	71416	15	1	ответственность
175	pozdrav	NOUN	13566	36803	15	0	привет
176	seksi	ADJ	13565	4766	132	0	сексуальный
177	dar	NOUN	13325	15387	24	1	подарок; дарование
178	teren	NOUN	13264	80966	15	0	почва, земля, грунт; местность, участок, территория
179	novinar	NOUN	13164	95182	15	1	журналист
180	nalog	NOUN	13137	36332	14	0	инструкция, руководство, приказ
181	majmun	NOUN	12995	4443	15	0	зоол. обезьяна; интернет. собачка
182	pružiti	VERB	12986	51534	102	0	растягиваться; протягивать
183	vuk	NOUN	12913	21049	21	5	зоол. волк (Canis lupus)
184	ljubomoran	ADJ	12628	3523	191	1	ревнивый
185	zamka	NOUN	12614	4664	20	1	петля
186	zatvorenik	NOUN	12597	5689	15	0	узник
187	budan	ADJ	12421	4731	191	0	?
188	umetnost	NOUN	12202	69020	30	9	искусство
189	ponovno	ADV	12103	3490	3	0	повторно
190	lovac	NOUN	12073	9496	14	0	охотник; шахм. слон
191	stranac	NOUN	12040	24337	14	2	иностранец
192	mirisati	VERB	11918	5326	102	1	нюхать
193	žuriti	VERB	11814	7555	29	15	спешить; торопить
194	sveštenik	NOUN	11799	22926	15	1	священник
195	javan	ADJ	11763	244744	191	1	общественный; явный
196	rame	NOUN	11697	16723	15	0	анат. плечо
197	posedovati	VERB	11680	51523	204	0	обладать, владеть, иметь в собственности
198	osveta	NOUN	11626	5888	15	0	месть
199	usamljen	ADJ	11622	7099	191	1	одинокий; уединённый; отделённый от других; пустынный; безлюдный
200	poslovan	ADJ	11588	121161	191	0	деловой
201	šešir	NOUN	11521	4891	15	15	шляпа
202	zabraniti	ADJ	11454	31440	102	2	запретить
203	stena	NOUN	11444	11099	30	0	скала, утёс
204	traka	NOUN	11405	16930	15	0	бант
205	smeće	NOUN	11292	10763	15	0	мусор, сор
206	peta	NOUN	11267	9983	15	3	:Шаблон:Приставка в системе СИ, означающая 10 в 15 степени; Квадриллион
207	boca	NOUN	11230	7918	18	0	бутыль, бутылка
208	ortak	NOUN	11188	3521	15	0	компаньон; пайщик, партнёр
209	poljubac	NOUN	11179	5838	15	1	поцелуй
210	bes	NOUN	11135	9898	28	0	бешенство, гнев, ярость
211	taman	ADJ	11117	19641	191	4	тёмный
212	leš	NOUN	11097	4556	16	0	труп; падаль
213	hitno	ADV	11095	11999	3	0	быстро, проворно; срочно, неотложно
214	južan	ADJ	10883	50954	191	3	южный
215	ljubazan	ADJ	10825	6825	191	4	любезный, обходительный; приветливый
216	hodnik	NOUN	10823	7699	15	1	коридор
217	zmija	NOUN	10781	7643	15	7	змея
218	zdravlje	NOUN	10687	102199	15	4	здоровье
219	snažan	ADJ	10563	39902	191	3	сильный
220	odbor	NOUN	10541	119420	16	0	комитет
221	kukavica	NOUN	10468	2412	15	0	зоол. кукушка; перен., разг. трус; трусиха
222	kriminalac	NOUN	10467	12772	14	0	преступник, уголовник
223	lepota	NOUN	10427	30338	30	2	красота
224	eksplozija	NOUN	10402	10803	15	2	взрыв
225	skup	NOUN	10250	89669	207	8	дорогой, дорогостоящий
226	posledica	NOUN	10198	91509	30	0	последствие
227	gradski	ADJ	10144	136463	184	1	городской
228	grob	NOUN	10033	15314	16	0	могила
229	povreda	NOUN	10012	43977	15	0	травма, повреждение, ранение; нарушение
230	zabaviti	VERB	9970	4919	102	1	позабавить, развлечь, занять
231	košulja	NOUN	9958	6006	15	2	рубаха, рубашка
232	gorivo	NOUN	9956	31654	18	1	топливо
233	javnost	NOUN	9824	109602	15	0	общественность
234	lanac	NOUN	9786	23685	14	1	цепь
235	površina	NOUN	9738	79318	15	1	поверхность
236	predavati	VERB	9713	12981	102	4	вручать
237	agencija	NOUN	9655	118802	15	0	агентство
238	interesantan	ADJ	9617	34065	191	9	интересный; занимательный
239	crnac	NOUN	9557	3327	14	0	негр
240	uređaj	NOUN	9512	80253	15	0	приспособление, устройство
241	ukloniti	VERB	9490	19603	102	1	убрать, устранить; отстранить
242	glumac	NOUN	9482	35298	14	4	актёр
243	cev	NOUN	9455	14728	30	0	труба, трубка; ствол, дуло (оружия)
244	peder	NOUN	9427	2082	15	0	разг. педераст
245	politički	ADV	9376	284507	184	1	политический
246	sladoled	NOUN	9363	5114	15	2	кулин. мороженое
247	putnik	NOUN	9336	33237	15	3	?
248	naučnik	NOUN	9334	40948	15	1	учёный
249	kuvati	VERB	9284	12930	102	6	варить, готовить (пищу)
250	trgovina	NOUN	9182	48974	15	0	торговля
251	top	NOUN	8983	13561	16	0	пушка
252	ratnik	NOUN	8976	6255	15	0	воин, боец, солдат
253	polovina	NOUN	8975	55575	15	0	?
254	porota	NOUN	8928	786	15	0	суд присяжных
255	milijarda	NOUN	8915	102680	16	1	миллиард
256	dovoljan	ADJ	8901	53490	191	12	достаточный
257	glad	NOUN	8836	12482	15	3	голод
258	osmeh	NOUN	8834	19314	42	0	улыбка
259	mapa	NOUN	8811	15352	15	2	карта (географическая)
260	vežba	NOUN	8772	26983	32	0	упражнение; тренировка
261	suza	NOUN	8732	17311	15	2	слеза
262	okolnost	NOUN	8730	38310	15	0	обстоятельство
263	ispitivanje	NOUN	8700	26049	15	0	опрос, допрос
264	televizija	NOUN	8649	49789	15	6	телевидение
265	šampanjac	NOUN	8640	2486	14	0	шампанское
266	prijateljstvo	NOUN	8614	15878	15	2	дружба
267	pacov	NOUN	8613	3365	15	1	крыса
268	usna	NOUN	8551	10602	18	1	анат. губа
269	vid	NOUN	8460	93129	31	7	зрение, видение; взгляд
270	slavan	ADJ	8460	17974	198	0	знаменитый; известный
271	stvarnost	NOUN	8459	26867	15	0	реальность, действительность
272	kaput	NOUN	8360	2594	15	0	пиджак; пальто
273	zahvalnost	NOUN	8352	9992	15	1	благодарность
274	pobednik	NOUN	8318	28463	30	0	победитель
275	ispit	NOUN	8299	40091	15	16	экзамен
276	bezbednost	NOUN	8276	73722	30	2	безопасность
277	blok	NOUN	8237	25402	14	0	квартал
278	okretati	VERB	8211	13346	102	5	поворачивать, вращать; обращать (внимание, взгляд)
279	biljka	NOUN	8135	33275	18	2	растение
280	kupovina	NOUN	8129	56838	15	1	покупка
281	žut	ADJ	8079	22386	191	3	жёлтый
282	prostorija	NOUN	8000	45866	15	0	помещение, комната
283	baba	NOUN	7958	13913	15	1	бабушка; пожилая женщина
284	graditi	VERB	7888	49985	102	1	строить
285	lisica	NOUN	7887	3672	14	0	?
286	pošten	ADJ	7784	16105	191	0	разг. порядочный, честный; достойный уважения
287	obezbediti	VERB	7713	104005	204	0	обеспечить; обезопасить
288	šetnja	NOUN	7646	14887	16	0	прогулка
289	prethodan	ADJ	7570	114760	73	0	предыдущий; предварительный
290	jučer	ADV	7554	1370	1	0	вчера
291	stručnjak	NOUN	7522	82401	15	0	специалист
292	uvreda	NOUN	7475	9422	15	0	оскорбление, обида; юр. оскорбление (как правонарушение)
293	slovo	NOUN	7470	28179	15	0	буква
294	količina	NOUN	7394	75458	15	1	количество
295	uticaj	NOUN	7387	84699	30	1	влияние
296	prašina	NOUN	7385	14092	15	1	пыль
297	predavanje	NOUN	7312	43965	15	0	лекция
298	navesti	VERB	7263	115229	191	0	привести; перечислить
299	moderan	ADJ	7184	63430	191	1	модный
300	cesta	NOUN	7157	1830	15	0	дорога; улица
301	peći	VERB	7142	10874	96	1	жарить
302	siromašan	ADJ	7136	24810	191	6	бедный, неимущий
303	ponos	NOUN	7062	16292	15	0	гордость
304	gaće	NOUN	7054	3526	7	0	?
305	tuga	NOUN	6998	12798	15	1	горе, печаль
306	talac	NOUN	6955	3324	26	0	заложник
307	identitet	NOUN	6939	35805	15	0	идентичность
308	isplatiti	VERB	6912	31810	102	1	заплатить
309	mržnja	NOUN	6896	21795	16	0	ненависть
310	peti	ADJ	6829	26559	63	3	пятый
311	alarm	NOUN	6760	3683	15	0	тревога
312	okolina	NOUN	6760	41438	15	1	окрестность, округа, окружающая местность; окружение, среда
313	razmišljanje	NOUN	6755	24405	15	0	критическое мышление
314	časopis	NOUN	6732	39908	15	2	газета; журнал; периодическое издание
315	prijatan	ADJ	6712	19615	191	2	приятный
316	sudar	NOUN	6691	6999	15	0	?
317	olovka	NOUN	6685	6230	18	13	карандаш
318	nula	NOUN	6679	11516	15	1	ноль
319	ogledalo	NOUN	6669	10870	15	3	зеркало
320	brojati	VERB	6629	12062	105	11	считать, насчитывать
321	pećina	NOUN	6597	11047	15	0	спелеол. пещера
322	mraz	NOUN	6586	4655	24	3	мороз, холодная погода
323	tržište	NOUN	6553	180822	15	0	рынок
324	suprotan	ADJ	6551	27523	191	0	противоположный; противолежащий
325	upotreba	NOUN	6540	78502	15	0	применение, использование
326	istočni	ADJ	6532	32515	63	0	восточный
327	prezime	NOUN	6529	17033	15	2	?
328	zastava	NOUN	6461	23673	15	1	флаг
329	krvav	ADJ	6414	9218	191	0	кровавый
330	tlo	NOUN	6382	15136	15	0	земля, почва
331	bioskop	NOUN	6294	13876	15	5	кинотеатр
332	brisati	VERB	6293	9886	102	0	вычёркивать
333	ogrlica	NOUN	6284	2624	14	0	бусы; ожерелье
334	zec	NOUN	6215	4762	14	4	заяц
335	šaka	NOUN	6164	10066	15	0	кисть руки; горсть, пригоршня
336	patnja	NOUN	6147	9217	16	0	страдание, мучение
337	čarapa	NOUN	6044	4748	15	0	чулок
338	sedmica	NOUN	5986	16249	14	4	неделя; семёрка
339	žurba	NOUN	5986	2224	16	0	спешка
340	popis	NOUN	5972	17815	15	0	перечень, список
341	obavljati	VERB	5953	54977	102	0	выполнять, осуществлять; производить, делать
342	studirati	VERB	5949	14293	102	14	учиться, обучаться (в учебном заведении); учить, изучать
343	ožiljak	NOUN	5936	3911	15	0	шрам, рубец
344	dadilja	NOUN	5887	781	15	0	няня
345	nokat	NOUN	5861	7500	18	3	анат. ноготь
346	jastuk	NOUN	5846	6397	15	1	подушка
347	suština	NOUN	5817	42414	15	0	сущность, суть
348	frizura	NOUN	5771	8226	15	0	причёска, стрижка
349	baterija	NOUN	5703	19916	15	3	батарея; фонарик, фонарь
350	garantovati	VERB	5691	24871	109	0	гарантировать
351	groblje	NOUN	5658	15623	17	0	кладбище
352	rasprava	NOUN	5616	49117	15	0	обсуждение, дискуссия, прения
353	lobanja	NOUN	5548	2908	15	0	череп
354	alat	NOUN	5543	23136	15	0	инструменты
355	razočarati	VERB	5537	7323	102	0	разочаровать
356	tetovaža	NOUN	5526	2367	15	0	татуировка
357	naočare	NOUN	5463	7000	7	13	очки
358	pamćenje	NOUN	5437	9402	15	1	память (способность сохранять информацию)
359	najzad	ADV	5427	15916	1	0	наконец, в конце концов, напоследок
360	crevo	NOUN	5377	12292	30	0	анат. кишка
361	čovečanstvo	NOUN	5347	12285	30	0	человечество
362	pritvor	NOUN	5247	12773	15	0	предварительное заключение, арест
363	vitez	NOUN	5246	5950	18	0	рыцарь, всадник
364	pravni	ADJ	5206	94650	63	0	юридический
365	kat	NOUN	5197	1098	16	0	этаж
366	ludost	NOUN	5192	1968	15	0	безумие, сумасшествие
367	balon	NOUN	5167	5915	15	0	воздушный шар; аэростат
368	kocka	NOUN	5159	6328	17	0	геометр. куб
369	silovanje	NOUN	5144	4913	15	0	изнасилование
370	kočija	NOUN	5138	1444	15	0	коляска, повозка, дилижанс, фаэтон
371	dupli	ADJ	5102	7115	62	1	двойной
372	udovica	NOUN	5092	3373	14	2	вдова
373	pozorište	NOUN	5060	45388	15	3	театр
374	godišnjica	NOUN	5031	11879	15	0	годовщина
375	kuvar	NOUN	5022	5030	17	1	повар
376	nestajati	VERB	5000	9684	29	1	исчезать, пропадать
377	otvaranje	NOUN	4910	50238	15	0	открытие; раскрытие
378	pojava	NOUN	4892	61255	15	0	феномен, явление
379	klavir	NOUN	4858	4936	15	6	муз. фортепиано (фортепьяно)
380	proleće	NOUN	4798	25463	30	6	весна
381	blagoslov	NOUN	4752	8916	15	0	благословение
382	tepih	NOUN	4750	6940	14	2	ковёр
383	šator	NOUN	4746	5226	15	0	палатка
384	živac	NOUN	4741	5161	14	0	нерв
385	imovina	NOUN	4700	63210	15	0	имущество; собственность
386	postojanje	NOUN	4681	44818	15	0	существование, бытие
387	prijateljski	ADV	4676	14829	184	0	дружественный
388	glavobolja	NOUN	4650	7726	15	4	головная боль
389	skupljati	VERB	4639	8611	102	0	копить, собирать
390	kretanje	NOUN	4635	36093	15	0	движение
391	vatrogasac	NOUN	4624	5987	14	0	пожарный, пожарник
392	kiseonik	NOUN	4579	8545	15	1	хим. кислород
393	beskoristan	ADJ	4570	1947	73	0	бесполезный; напрасный, тщетный
394	tabla	NOUN	4558	14930	16	0	доска; плитка
395	toranj	NOUN	4555	5315	22	0	башня
396	težiti	VERB	4546	21832	29	2	весить
397	besmislen	ADJ	4531	10849	191	2	бессмысленный
398	krompir	NOUN	4530	10214	15	1	картофель
399	tvrdoglav	ADJ	4525	2018	191	0	упрямый
400	zglob	NOUN	4503	9222	16	0	анат. сустав
401	englez	NOUN	4453	6113	15	0	англичанин
402	jeftino	ADV	4446	9126	3	1	дёшево
403	uzak	ADJ	4443	21515	191	1	узкий
404	naređivati	VERB	4409	2608	102	0	приказывать; распоряжаться
405	italijanski	ADJ	4385	35687	184	6	итальянский
406	patka	NOUN	4373	1855	17	0	зоол. утка
407	srebrn	ADJ	4369	11895	191	0	серебряный
408	stanovnik	NOUN	4360	55227	15	2	житель
409	razumevanje	NOUN	4355	36159	30	0	понимание, осмысление, разумение
410	trenutan	ADJ	4338	29321	191	2	текущий
411	rečenica	NOUN	4336	26661	15	17	предложение (грамматическое); фраза, выражение, высказывание
412	finansijski	ADJ	4319	107194	184	0	финансовый
413	izlet	NOUN	4306	8726	15	0	поход, экскурсия, прогулка
414	gradac	NOUN	4303	2263	26	0	?
415	posed	NOUN	4295	9603	30	0	собственность (земельная), имение; недвижимость
416	magla	NOUN	4288	8213	15	0	метеорол. туман
417	podmornica	NOUN	4258	2595	14	0	морск. подводная лодка, подлодка
418	siv	ADJ	4221	14545	191	1	серый, сивый; бесцветный, бледный
419	čarobnjak	NOUN	4207	3387	15	2	маг, волшебник, чародей
420	jutarnji	ADJ	4201	12029	60	0	утренний
421	poverljiv	ADJ	4180	4484	263	0	доверчивый; секретный
422	ukusan	ADJ	4170	6350	191	2	вкусный, лакомый
423	val	NOUN	4151	2277	23	0	волна
424	bubreg	NOUN	4150	8542	14	0	анат. почка
425	obraz	NOUN	4148	11174	16	0	анат. щека
426	zagrljaj	NOUN	4122	4980	15	0	объятие
427	pobunjenik	NOUN	4121	6466	15	0	бунтарь, бунтовщик
428	autoput	NOUN	4028	16609	33	0	автострада, скоростная дорога
429	hlače	NOUN	3984	291	7	0	штаны
430	poraz	NOUN	3959	33790	16	0	поражение
431	održavanje	NOUN	3932	59000	15	0	поддержание
432	konopac	NOUN	3889	2389	14	0	верёвка
433	nafta	NOUN	3883	26020	15	1	нефть
434	saradnja	NOUN	3877	166396	16	0	сотрудничество
435	septembar	NOUN	3874	75490	15	0	сентябрь
436	nameštaj	NOUN	3870	14883	30	0	мебель
437	kula	NOUN	3826	12622	15	0	башня; шахм. ладья
438	popravljati	VERB	3826	5667	102	1	улучшать
439	dragulj	NOUN	3821	2179	15	0	драгоценный камень
440	peškir	NOUN	3792	3281	43	0	полотенце
441	crta	NOUN	3788	10554	15	0	чертить
442	temelj	NOUN	3748	23203	17	0	фундамент
443	muzički	ADJ	3744	48024	184	0	музыкальный
444	prag	NOUN	3720	15856	35	1	порог
445	belo	ADV	3716	2959	29	11	белый; жарг. нарк., субстантивир. героин; кокаин (наркотик в виде белого порошка)
446	kopno	NOUN	3643	3396	15	0	суша
447	rukovati	VERB	3638	2689	29	0	(~ се) здороваться за руку, пожимать руку (кому-л.); (~ се с) здороваться за руку (с кем-л.)
448	kobasica	NOUN	3634	2861	14	0	колбаса
449	godišnji	ADJ	3632	56785	60	2	ежегодный
450	pile	NOUN	3617	1030	14	0	птенец
451	japanac	NOUN	3602	2877	14	2	японец
452	trg	NOUN	3590	28152	21	0	площадь (городская); рынок
453	narukvica	NOUN	3585	2586	15	0	браслет
454	čekić	NOUN	3578	2251	44	1	молот, молоток
455	orao	NOUN	3577	9489	20	1	зоол. орёл (Aquila)
456	trudnoća	NOUN	3573	19373	15	0	физиол. беременность
457	ambasador	NOUN	3555	26843	15	0	посол
458	dobrotvoran	ADJ	3545	2953	191	0	благотворительный
459	kanta	NOUN	3544	3078	16	0	ведро
460	koncentrisati	VERB	3520	3952	29	0	сосредотачивать, сосредоточивать, концентрировать
461	analizirati	VERB	3518	20709	109	0	анализировать
462	klasičan	ADJ	3513	38953	191	2	классический
463	mrtvačnica	NOUN	3497	412	14	0	морг, мертвецкая, покойницкая
464	volan	NOUN	3484	5920	15	0	руль, рулевое колесо
465	preporuka	NOUN	3473	131082	15	0	рекомендация
466	uzalud	ADV	3453	5663	1	0	напрасно, зря
467	torbica	NOUN	3447	2271	15	1	?
468	močvara	NOUN	3413	1587	15	0	болото
469	kornjača	NOUN	3400	2659	15	2	черепаха
470	ravan	ADJ	3392	19953	191	0	плоский, ровный
471	beo	ADJ	3345	0	191	16	белый
472	vojvoda	NOUN	3329	9293	14	0	князь
473	ploviti	VERB	3311	4068	29	1	плавать
474	batina	NOUN	3307	5185	15	0	?
475	gluv	ADJ	3298	4165	191	2	глухой
476	letelica	NOUN	3287	7242	28	0	летательный аппарат, воздушное судно, самолёт
477	udaljenost	NOUN	3273	9268	15	0	расстояние
478	ambasada	NOUN	3270	18840	15	0	посольство
479	otrovan	ADJ	3259	4803	191	0	ядовитый
480	predstavnik	NOUN	3255	143899	15	0	представитель
481	šarmantan	ADJ	3254	2564	191	0	очаровательный
482	magarac	NOUN	3235	3500	14	2	зоол. осёл, ишак (Equus asinus asinus)
483	automatski	ADV	3234	33709	184	0	автоматический
484	biološki	ADV	3218	14228	64	1	биологический
485	sklad	NOUN	3184	81847	7	0	соответствие
486	poremećaj	NOUN	3171	22196	15	1	расстройство
487	računar	NOUN	3167	72986	16	13	компьютер
488	tečnost	NOUN	3152	13881	15	0	жидкость
489	divljina	NOUN	3145	1764	15	0	дикая местность
